id,title,release_year,tags
10950,I Am Sam,2001,sam has the mental capacity of a 7yearold he has a daughter with a homeless woman who abandons them when they leave the hospital leaving sam to raise lucy on his own but as lucy grows up sams limitations start to become a problem and the authorities take her away sam shames highpriced lawyer rita into taking his case pro bono and in turn teaches her the value of love and family drama foster parents pro bono new baby social services learning coffee shop manager pizza hut children's book locked door mentally handicapped man child custody woman director seanpenn michellepfeiffer diannewiest dakotafanning richardschiff jessienelson millennium
235260,Son of God,2014,the life story of jesus is told from his humble birth through his teachings crucifixion and ultimate resurrection drama biography resurrection romadowney diogomorgado louisedelamere darwinshaw amberroserevah christopherspencer recent
277,Underworld,2003,vampires and werewolves have waged a nocturnal war against each other for centuries but all bets are off when a female vampire warrior named selene whos famous for her strength and werewolfhunting prowess becomes smitten with a peaceloving male werewolf michael who wants to end the war fantasy action thriller budapest subway love of one's life vampire bite descendant hostility shootout werewolf blunt fang vamp katebeckinsale scottspeedman michaelsheen shanebrolly billnighy lenwiseman millennium
8999,Derailed,2005,when two married business executives having an affair are blackmailed by a violent criminal they are forced to turn the tables on him to save their families drama thriller prison chicago rape based on novel hotel room wife husband relationship anonymous letter blackmail family's daily life letter business man relationship problems man between two women revenge deception beating violence wallet extramarital affair embezzlement advertising executive flashback abortion commuter train cliveowen jenniferaniston vincentcassel melissageorge addisontimlin mikaelhåfström millennium
11323,The Informant!,2009,a rising star at agriindustry giant archer daniels midland adm mark whitacre suddenly turns whistleblower even as he exposes his companys multinational pricefixing conspiracy to the fbi whitacre envisions himself being hailed as a hero of the common man and handed a promotion drama comedy crime agriculture company witness to murder mattdamon scottbakula joelmchale melanielynskey anndowd stevensoderbergh millennium
10445,Shadowlands,1993,cs lewis a worldrenowned writer and professor leads a passionless life until he meets spirited poet joy gresham drama romance bachelor stroke of fate brother oxford author falling in love anthonyhopkins debrawinger johnwood julianfellowes roddymaude-roxby richardattenborough modern
11453,Deuce Bigalow: European Gigolo,2005,deuce bigalow goes to amsterdam after a little accident including two irritating kids and a bunch of aggressive dolphins there he meets up with his old friend tj hicks but a mysterious killer starts killing some of amsterdams finest gigolos and tj is mistaken for the extremely gay murderer deuce must enter the gigolo industry again to find the real murderer and clear tjs name comedy painter amsterdam dolphin europe pimp fetish gigolo wig snorkel whistle robschneider eddiegriffin jeroenkrabbé tilschweiger hannaverboom mikebigelow millennium
146239,Delivery Man,2013,an affable underachiever finds out hes fathered 533 children through anonymous donations to a fertility clinic 20 years ago now he must decide whether or not to come forward when 142 of them file a lawsuit to reveal his identity comedy remake sperm donor vincevaughn cobiesmulders chrispratt brittrobertson jackreynor kenscott recent
205588,Our Kind of Traitor,2016,a young oxford academic and his attorney girlfriend holiday on antigua they bump into a russian millionaire who owns a peninsula and a diamond watch he wants a game of tennis what else he wants propels the lovers on a tortuous journey to the city of london and its unholy alliance with britains intelligence establishment to paris and the alps thriller based on novel woman director ewanmcgregor stellanskarsgård damianlewis naomieharris jeremynortham susannawhite recent
10878,Saving Silverman,2001,a pair of buddies conspire to save their best friend from marrying the wrong woman a coldhearted beauty who snatches him from them and breaks up their neil diamond cover band comedy crime romance female nudity harassment male friendship dark comedy director cameo duringcreditsstinger jasonbiggs stevezahn jackblack amandapeet amandadetmer dennisdugan millennium
